raw_query,cleaned_query,topic,topic_label,topic_label_final
can i see at what time i can reach customer assistance?,can i see at what time i can reach customer assistance?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can i see the termination charges?,can i see the termination charges?,13,Cancellation Fees,Cancellation Fees
can i see what hours i can call customer assistance,can i see what hours i can call customer assistance,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can i see what hours i can call customer assistance?,can i see what hours i can call customer assistance?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can i set a new shipping address up?,can i set a new shipping address up?,0,Change Delivery Address,Change Delivery Address
can i set another shipping address up?,can i set another shipping address up?,0,Change Delivery Address,Change Delivery Address
can i set up another shipping address?,can i set up another shipping address?,0,Change Delivery Address,Change Delivery Address
can i submit some feedback for a service?,can i submit some feedback for a service?,20,Customer - Claim/Complaint,Leaving a Review
can i submit some feedback for your company?,can i submit some feedback for your company?,20,Customer - Claim/Complaint,Leaving a Review
can i submit some feedback?,can i submit some feedback?,20,Customer - Claim/Complaint,Leaving a Review
can i subscribe to your company newsletter?,can i subscribe to your company newsletter?,18,Newsletter Management,Newsletter Management
can i switch to another account?,can i switch to another account?,14,Switching Accounts,Switching Accounts
can i switch user?,can i switch user?,14,Switching Accounts,Switching Accounts
can i take a quick look at my invoices?,can i take a quick look at my invoices?,24,Invoice Retrieval,Invoice Retrieval
can i talk to an agent?,can i talk to an agent?,12,Contact Live Agent,Contact Live Agent
can i talk to customer support?,can i talk to customer support?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can i track an order?,can i track an order?,2,Order Tracking,Order Tracking
can i track my last order?,can i track my last order?,2,Order Tracking,Order Tracking
can i track the last order?,can i track the last order?,2,Order Tracking,Order Tracking
can i unsubscribe to your corporate newsletter?,can i unsubscribe to your corporate newsletter?,18,Newsletter Management,Newsletter Management
can i use another account?,can i use another account?,14,Switching Accounts,Switching Accounts
can i use my new fucking account,can i use my new  account,10,Account Creation Assistance,Account Creation Assistance
can icreate a user account,can i create a user account,10,Account Creation Assistance,Account Creation Assistance
can uhelp me cancel my subscription to ur newsletter,can you help me cancel my subscription to your newsletter,18,Newsletter Management,Newsletter Management
can uhelp me changing the damn data on my user account,can you help me changing the  data on my user account,25,Edit Account Information,Edit Account Information
can uhelp me check the cancellation fee,can you help me check the cancellation fee,13,Cancellation Fees,Cancellation Fees
can uhelp me checkimg the early exit penalty,can you help me checking the early exit penalty,13,Cancellation Fees,Cancellation Fees
can uhelp me edit my online account,can you help me edit my online account,25,Edit Account Information,Edit Account Information
can uhelp me modify the address,can you help me modify the address,0,Change Delivery Address,Change Delivery Address
can uhelp me notifying of a registration issue,can you help me notifying of a registration issue,19,Registration Help & Issues,Registration Help & Issues
can uhelp me open a new user account,can you help me open a new user account,10,Account Creation Assistance,Account Creation Assistance
can uhelp me opening a new user account,can you help me opening a new user account,10,Account Creation Assistance,Account Creation Assistance
can uhelp me see the early termination charges,can you help me see the early termination charges,13,Cancellation Fees,Cancellation Fees
can uhelp me see the withdrawal charges,can you help me see the withdrawal charges,13,Cancellation Fees,Cancellation Fees
can uhelp me seeing the cancellation fees,can you help me seeing the cancellation fees,13,Cancellation Fees,Cancellation Fees
can uhelp me signing up to the newsletter,can you help me signing up to the newsletter,18,Newsletter Management,Newsletter Management
